,price,percent_change,market_cap,vol_24h,id
BCH,290.35,-1.11019,5503816937,1403222747.0,bitcoin-cash
LEO,5.79,-1.10816,5411382574,932977.0,leo-token
ALGO,0.802949,-2.80651,5299135200,195441625.0,algorand
STETH,2587.38,-0.53074,4926520553,10813790.0,staked-ether
XLM,0.184053,-2.7692,4592235112,366722319.0,stellar
OKB,17.49,-6.07366,4586398092,163289225.0,okb
HBAR,0.213019,1.53995,4171026260,122010751.0,hedera-hashgraph
FTM,1.57,-5.88,3975188308,875711212.0,fantom
UNI,8.69,-3.99314,3953504103,246224520.0,uniswap
MANA,2.56,-5.94297,3835710335,1109581159.0,decentraland
ICP,17.7,-3.6723,3656542259,256135979.0,internet-computer
AXS,49.78,-4.05878,3533619458,398487648.0,axie-infinity
ETC,26.2,-0.14164,3483707537,423517630.0,ethereum-classic
SAND,3.08,-1.37465,3358580756,946964724.0,the-sandbox
EGLD,150.67,-0.71299,3292568272,192321811.0,elrond-erd-2
KLAY,1.24,-0.66152,3242405787,51162900.0,klay-token
FIL,18.8,-1.72953,3127733435,385229983.0,filecoin
VET,0.04624993,-2.58936,3082642868,361800540.0,vechain
CDAI,0.02195695,0.03511,2914470455,4745431.0,cdai
THETA,2.8,-2.20381,2798342914,229411981.0,theta-token
MIM,0.994046,-0.13257,2764135806,109548510.0,magic-internet-money
CETH,51.99,-0.57247,2675691740,862707.0,compound-ether
FRAX,1.0,0.06914,2653889563,22489422.0,frax
XMR,146.6,-4.50328,2643664134,136474831.0,monero
XTZ,2.97,-5.90356,2602037576,215895985.0,tezos
OMI,0.0044121,-9.17309,2563168004,7727676.0,ecomi
CUSDC,0.02258526,0.21807,2562394303,3178625.0,compound-usd-coin
OSMO,8.1,-2.42118,2454120098,88753246.0,osmosis
GRT,0.372509,-3.26604,2282635067,120002692.0,the-graph
HNT,22.33,0.35163,2239035212,21077373.0,helium
BTTOLD,0.00148709,-13.74929,2106847046,326418.0,bittorrent-old
EOS,2.12,-2.45728,2092153978,415908179.0,eos
MIOTA,0.73196,-1.83401,2032392774,43910735.0,iota
TFUEL,0.16114,-7.33198,1886178774,93955641.0,theta-fuel
CAKE,6.94,-1.9907,1873775965,114876872.0,pancakeswap-token
AAVE,132.48,-1.53709,1798998281,142674610.0,aave
BTT,1.92e-06,-2.27971,1787718828,113074904.0,bittorrent
FLOW,5.4,-2.93988,1772915573,133616744.0,flow
GALA,0.228414,-8.48872,1720081695,1034459272.0,gala
ONE,0.1358,-5.7639,1584728156,119317410.0,harmony
BSV,82.43,-0.91126,1562569117,72194291.0,bitcoin-cash-sv
MKR,1727.91,0.5294,1553819353,49653098.0,maker
HBTC,36776.0,-2.4833,1463024653,156068.0,huobi-btc
QNT,108.75,-3.48918,1454083478,80061953.0,quant-network
TUSD,1.0,-0.08489,1430466068,86974705.0,true-usd
HT,9.17,-3.99975,1429120283,65430864.0,huobi-token
NEO,20.29,-7.527,1427037206,212946764.0,neo
KCS,18.47,-1.30097,1408178175,2651644.0,kucoin-shares
XEC,7.135e-05,-3.48154,1355852113,21127728.0,ecash
ENJ,1.43,-3.43567,1334323609,199579678.0,enjincoin
HEART,0.134777,-2.95009,1309127902,514600.0,humans-ai
CEL,3.08,-2.18722,1304490082,3200696.0,celsius-degree-token
AR,24.96,-0.52419,1248880483,28460337.0,arweave
AMP,0.02592447,-4.41618,1243157749,14535723.0,amp-token
JUNO,28.18,0.62135,1237733904,5532846.0,juno-network
BIT,1.41,-2.42927,1206893387,92098470.0,bitdao
ZEC,99.21,-5.3611,1202422133,221961178.0,zcash
XRD,0.121712,-5.54992,1185338433,916293.0,radix
STX,1.12,-6.88177,1181995474,35383635.0,blockstack
KSM,129.92,-1.51444,1163268463,56330849.0,kusama
FXS,19.24,-8.48014,1112101606,8060215.0,frax-share
RUNE,3.57,-1.19221,1076986651,46359406.0,thorchain
CVX,20.62,-7.86026,1060829581,15831582.0,convex-finance
NEXO,1.89,0.87199,1060786237,6783301.0,nexo
KDA,6.14,-0.37758,1049900859,58490850.0,kadena
USDP,0.9999,0.0345,1030862623,22779300.0,paxos-standard
CELO,2.47,0.1686,1002882256,48359743.0,celo
BAT,0.671632,-1.22267,1002383197,110367294.0,basic-attention-token
LRC,0.780821,-2.29664,970867972,202897826.0,loopring
DASH,90.77,-2.39562,961124541,187467994.0,dash
CHZ,0.174414,-3.29116,929637416,118144915.0,chiliz
CRV,2.36,-5.11019,920104991,245628173.0,curve-dao-token
GT,6.04,-1.53288,916340709,4481508.0,gatechain-token
WAVES,8.73,-9.14618,870648802,189176019.0,waves
SCRT,5.26,-5.1997,858297660,18734320.0,secret
XEM,0.095297,0.1632,855304493,26617588.0,nem
MINA,2.23,-2.69621,854694968,53024822.0,mina-protocol
SNX,3.87,-0.92176,815102867,58988857.0,havven
ROSE,0.225318,-4.75828,784141450,130960636.0,oasis-network
CUSDT,0.02180031,0.28997,764351607,548473.0,compound-usdt
KUB,8.56,-3.31116,759284464,7051492.0,bitkub-coin
HOT,0.00421625,-5.57458,747373683,67089333.0,holotoken
DCR,53.14,-0.60557,731446201,3432843.0,decred
COMP,110.4,-1.11594,723369550,56021859.0,compound-governance-token
YFI,20013.0,-2.72531,712821557,120720144.0,yearn-finance
IOTX,0.074296,-1.8963,703906458,22904340.0,iotex
LN,112.34,1.07238,670315413,1631267.0,link
POKT,0.851557,-4.69731,661320859,3200869.0,pocket-network
SFM,0.00119592,-1.98208,659949500,840873.0,safemoon-2
SLP,0.01799326,-8.37094,641459614,439575345.0,smooth-love-potion
XDC,0.05202,-3.2761,636913643,11407761.0,xdce-crowd-sale
ANC,2.5,11.24141,635975608,41111998.0,anchor-protocol
SUSHI,3.3,-6.46933,635922869,167049021.0,sushi
QTUM,5.91,-2.6878,614164823,129857354.0,qtum
RENBTC,37607.0,0.41654,610983431,3152008.0,renbtc
OHM,53.8,-5.2324,605768885,17092658.0,olympus
NXM,87.11,-0.56595,599241763,1379.69,nxm
GNO,316.24,-2.00752,590121396,1465124.0,gnosis
1INCH,1.4,-2.59668,580873293,69586001.0,1inch
LPT,23.24,0.1649,575499799,17456569.0,livepeer
BNT,2.2,-0.78488,574634854,24782682.0,bancor
MSOL,87.75,-3.45838,566093312,59694050.0,msol
RLY,0.229217,-4.99739,564538533,5640187.0,rally-2
ZIL,0.04001989,-4.52188,557813478,48168006.0,zilliqa
RVN,0.053111,-3.27235,555727785,37808420.0,ravencoin
FEI,0.99989,-0.04072,554764597,8448774.0,fei-usd
VLX,0.245821,-1.90832,553642094,2514497.0,velas
OMG,3.91,-1.06554,546750296,157584872.0,omisego
WAXP,0.273186,-3.56746,533146721,26284391.0,wax
OKT,35.09,-0.51366,524815266,3523789.0,oec-token
BABYDOGE,3.268e-09,-3.24125,521651739,19252808.0,baby-doge-coin
IOST,0.02211182,-2.40382,508822784,55624941.0,iostoken
AUDIO,0.816435,-4.15579,496745772,14684958.0,audius
ANKR,0.061161,-4.48476,496631134,42294518.0,ankr
NFT,1.79e-06,-1.74026,492917078,142731993.0,apenft
BTG,28.09,-2.56726,490773779,11705465.0,bitcoin-gold
LUSD,1.011,0.33739,482604846,7746381.0,liquity-usd
EXRD,0.121655,-5.51102,479205254,2277502.0,e-radix
CHSB,0.498314,-4.67566,475186064,2270900.0,swissborg
KAVA,2.98,-4.62369,457173030,49298972.0,kava
USDN,0.989508,4.52051,456095423,7490940.0,neutrino
ICX,0.629885,-4.71791,455136751,39655863.0,icon
GLMR,2.42,-5.92593,444679521,157068166.0,moonbeam
ZRX,0.524392,-5.2722,443377001,44729426.0,0x
SGB,0.058029,-6.48748,441310125,2373066.0,songbird
DYDX,5.49,-1.28898,440781012,116109048.0,dydx
SC,0.00866022,-2.1903,433635358,26737399.0,siacoin
SAPP,0.531705,0.51334,432087741,946703.0,sapphire
XAUT,1903.4,0.16453,430548498,6299679.0,tether-gold
PAXG,1923.05,-0.22221,425238920,49205114.0,pax-gold
ELON,7.5918e-07,-3.30982,421755764,16617713.0,dogelon-mars
DOME,0.063455,5.06131,421280812,80571361.0,everdome
ONT,0.481523,-5.4048,420504946,49063940.0,ontology
ZEN,34.46,2.5447,414095827,28732525.0,zencash
SKL,0.128706,-0.29486,413471438,16104390.0,skale
RPL,25.51,-3.5943,413292476,676879.0,rocket-pool
CVXCRV,2.2,-9.24439,407514966,790019.0,convex-crv
DESO,37.99,-5.22206,400515837,2633299.0,bitclout
SPELL,0.00465635,-2.74646,387584398,82769948.0,spell-token
IMX,1.64,-5.65086,382537171,77658754.0,immutable-x
JEWEL,5.5,-7.95604,375759116,23822615.0,defi-kingdoms
TEL,0.00613041,-3.96555,375285092,9220583.0,telcoin
RNDR,2.41,-4.42018,371436437,42645272.0,render-token
SYN,2.11,-2.41902,369908540,2443220.0,synapse-2
DAG,0.145752,-3.1046,366484398,1452363.0,constellation-labs
WOO,0.400713,-3.09925,362224862,55238771.0,woo-network
HERO,0.067625,2.45933,349887717,17800399.0,metahero
LOOKS,1.4,-7.45302,347254859,63961195.0,looksrare
RACA,0.00175697,-2.01775,345464577,29889189.0,radio-caca
ILV,536.65,-0.66284,345129722,11935354.0,illuvium
CKB,0.01144547,-6.96565,341285371,11722564.0,nervos-network
PERP,5.31,-5.02093,340879531,17452849.0,perpetual-protocol
UMA,5.04,-4.64362,329060835,15961184.0,uma
SYS,0.513867,-7.43468,324606227,21248244.0,syscoin
JST,0.04445405,-3.83216,323060142,97558073.0,just
ENS,14.09,-5.55757,322633082,50060535.0,ethereum-name-service
FLEX,4.08,0.02617,320533284,1459959595.0,flex-coin
UOS,1.18,-2.34779,320454050,15533643.0,ultra
TOKE,29.89,-2.91282,316578079,2331408.0,tokemak
RON,2.14,-7.49709,315152700,6973528.0,ronin
MBOX,2.68,-2.09085,312848097,42353590.0,mobox
NU,0.415926,-4.6107,312128841,4428637.0,nucypher
GLM,0.309529,-3.14549,309172198,4521806.0,golem
FLUX,1.35,-0.43498,307929550,20084296.0,zelcash
KEEP,0.559254,-4.61515,307700690,2707652.0,keep-network
HIVE,0.82672,-5.4986,305323478,26072523.0,hive
POLY,0.339374,-7.86115,304421261,13845300.0,polymath
PLEX,1.27,-4.34136,303552845,21045424.0,plex
DGB,0.01953302,0.40921,293833655,17232510.0,digibyte
GUSD,1.002,0.08338,291593167,2126089.0,gemini-dollar
CSPR,0.072683,-5.86523,285813898,10862249.0,casper-network
TRIBE,0.617957,-2.16679,280914395,12467480.0,tribe-2
TIME,312.65,5.35143,280649141,2779210.0,wonderland
REN,0.279844,-0.18597,279198697,25966101.0,republic-protocol
SAFEMOON,1.22e-06,-2.27662,277800683,2364.7,safemoon
WRX,0.595825,-4.96928,271808209,13557379.0,wazirx
WIN,0.0002749,-1.62359,264061430,49261906.0,wink
METIS,106.45,-3.87951,263857169,41087495.0,metis-token
MIMATIC,0.998128,-0.16064,260676204,3084852.0,mimatic
API3,5.35,-10.64931,259985368,113867739.0,api3
ZNN,7.84,9.76372,257245207,111744.0,zenon
SRM,1.93,-3.92866,255986298,74359760.0,serum
ALUSD,0.997425,-0.12078,254796361,531299.0,alchemix-usd
XNO,1.91,-5.14348,254311823,37201957.0,nano
MULTI,13.77,-6.60798,253253630,591337.0,multichain
C98,1.35,-3.31293,248791073,17513971.0,coin98
XCH,76.62,1.9876,244866971,14284175.0,chia
PLA,0.809847,-4.20353,243968949,51105419.0,playdapp
PEOPLE,0.04851342,-5.15909,243944947,95427880.0,constitutiondao
TLOS,0.949155,-10.64,243254260,6340210.0,telos
DPX,1372.59,-6.05961,242367578,14559145.0,dopex
XPRT,3.01,-3.03546,241885164,3712853.0,persistence
CRTS,0.00348935,-1.82773,241486938,17919251.0,cratos
INJ,4.95,-6.80706,241326081,26888848.0,injective-protocol
PYR,10.08,-5.47294,241255459,36647058.0,vulcan-forged
ZMT,2.77,-0.66351,240665676,14491172.0,zipmex-token
CTC,1.16,-2.86338,239870208,5724830.0,creditcoin-2
XSUSHI,4.12,-6.09804,239274145,256195.0,xsushi
XDB,0.311505,0.47583,238045847,1230156.0,digitalbits
UFO,9.13e-06,-4.01964,236273510,7142846.0,ufo-gaming
YGG,2.69,4.54064,233924786,34748168.0,yield-guild-games
EURT,1.13,-0.09011,233572107,13700917.0,tether-eurt
LSK,1.61,-1.32964,232546560,3715838.0,lisk
FX,0.502153,-2.2777,232297577,2534914.0,fx-coin
SXP,1.19,-3.29021,231598132,79530853.0,swipe
XYO,0.01839869,-4.89917,229584757,10591471.0,xyo-network
ELG,3.26,0.0556,228752259,505198.0,escoin-token
VVS,2.929e-05,-3.2706,226275019,3918081.0,vvs-finance
RAY,2.7,-2.98636,225110814,38840214.0,raydium
DENT,0.00234791,-4.42233,224045357,21965810.0,dent
MOVR,69.09,-4.65346,221907709,8650517.0,moonriver
TOMB,1.55,-7.69625,221613436,16102544.0,tomb
TSHARE,5650.19,-11.39169,221138290,13651672.0,tomb-shares
CHR,0.38786,-1.75991,219648882,61819702.0,chromaway
KP3R,600.98,-6.17939,216257402,22182993.0,keep3rv1
EWT,5.21,-2.49731,215237365,2014939.0,energy-web-token
CELR,0.03802851,-2.37667,214436800,47513303.0,celer-network
BOBA,1.34,-4.85246,214035758,1687412.0,boba-network
EVER,0.227419,-2.71226,209425675,1777257.0,everscale
ASTR,0.133324,-1.57827,209010508,6797759.0,astar
ACH,0.051515,2.42107,208366989,71463291.0,alchemy-pay
POWR,0.479981,-5.24885,206137126,50866421.0,power-ledger
HUSD,1.004,0.10541,204991609,41104792.0,husd
IBBTC,38520.0,0.0,203113020,0.0,interest-bearing-bitcoin
SUPER,0.705359,-5.94629,202954864,28058082.0,superfarm
GMX,27.28,-0.21075,202948824,4850179.0,gmx
MASK,4.31,-3.75042,202846529,19427296.0,mask-network
MED,0.03785582,-2.11784,202795501,40932277.0,medibloc
10SET,2.28,0.22505,200873107,1900527.0,tenset
AURORA,8.88,-3.39947,199774744,4577800.0,aurora-near
MXC,0.08164,-5.30165,199129725,12885014.0,mxc
OCEAN,0.45685,-2.45604,198636062,19762753.0,ocean-protocol
CET,0.052625,-0.44094,198455469,1150649.0,coinex-token
XCM,0.652876,-8.32656,197422862,246697.0,coinmetro
CTSI,0.378633,-2.45675,196269169,14482553.0,cartesi
RGT,17.38,3.53964,195723665,4153942.0,rari-governance-token
FET,0.283422,-4.93001,195238300,22010923.0,fetch-ai
PRCH,0.00065553,-8.82186,195027533,221159.0,power-cash
MDX,0.227612,-2.3045,194362994,11018781.0,mdex
ARRR,1.02,-6.3756,193979647,564749.0,pirate-chain
LYXE,12.68,-1.78768,192806613,2964756.0,lukso-token
OUSD,0.995107,-0.27716,192479677,59843.0,origin-dollar
SNT,0.04948128,-3.59795,191843845,9019681.0,status
RAD,5.14,-17.11063,188734426,62924341.0,radicle
XSGD,0.7435,0.01602,186492250,1896408.0,xsgd
STSOL,87.02,-3.48039,183770980,7511135.0,lido-staked-sol
PUNDIX,0.710055,-3.54212,182944423,45705561.0,pundi-x-2
RSR,0.01385993,0.53482,182333251,26182170.0,reserve-rights-token
COTI,0.2096,-0.82228,181328873,29359020.0,coti
DAO,2.03,-2.46655,180862871,2554576.0,dao-maker
ANT,4.71,0.60144,178862545,36672620.0,aragon
NMR,30.47,11.9326,178367506,48060458.0,numeraire
ORBS,0.062106,-3.55114,177534054,3014709.0,orbs
JOE,1.026,0.23573,176236135,29372609.0,joe
KNC,1.72,-9.34057,176223658,26225515.0,kyber-network-crystal
XIDO,6.21,-0.10222,176061842,2986819.0,xido-finance
ARDR,0.176109,-4.00345,175866715,5416344.0,ardor
TWT,0.504434,-0.69044,174352490,4662474.0,trust-wallet-token
VR,0.222028,-3.4319,173781047,6143599.0,victoria-vr
REEF,0.00951924,-3.60477,173740787,22987949.0,reef-finance
MX,1.74,5.82999,173140762,808367.0,mx-token
MLK,0.780756,-2.63584,171543430,29829041.0,milk-alliance
DIVI,0.060967,-14.23813,168073473,335911.0,divi
NPXS,0.00070694,0.0,167205068,0.0,pundi-x
REQ,0.214412,-7.76563,166000075,13383452.0,request-network
ASD,0.220811,-5.84388,164182446,2054646.0,asd
FEG,3.892e-09,-0.72566,163442110,498777.0,feg-token-bsc
YOSHI,1.24,-0.56269,162960058,1013113.0,yoshi-exchange
MIR,1.14,-1.33569,161182444,13498238.0,mirror-protocol
TRAC,0.437746,-9.28756,160982286,2289674.0,origintrail
ION,7552.71,-2.53374,160875781,97012.0,ion
LDO,1.6,20.1803,160366501,7380954.0,lido-dao
HXRO,0.365096,-0.40311,159028457,55725.0,hxro
CVC,0.237126,-2.86377,158513418,17610921.0,civic
BFC,0.149139,-2.18719,158024120,3189577.0,bifrost
BAND,3.78,-7.90558,157404657,48871490.0,band-protocol
MC,2.36,3.3513,156181157,8774626.0,merit-circle
STARL,1.567e-05,-5.83046,155794535,14885556.0,starlink
MNGO,0.152581,-9.71767,155785374,1124129.0,mango-markets
BIFI,1986.92,-5.32204,154719702,1975024.0,beefy-finance
BETA,0.515022,-5.48957,152883703,48202183.0,beta-finance
XVG,0.00932398,-5.12204,152679435,5008118.0,verge
SURE,0.00567511,17.88031,150163004,1245715.0,insure
USDX,0.987926,3.99938,149683432,1945944.0,usdx
BCD,0.794305,-1.83549,149158948,3009611.0,bitcoin-diamond
RMRK,15.59,-6.20344,148718977,8473942.0,rmrk
MAID,0.328578,-1.78435,148476531,12061.09,maidsafecoin
ALCX,131.84,-2.94006,147991718,2800102.0,alchemix
FEG,3.592e-09,-4.58217,147565828,997762.0,feg-token
CFX,0.103223,-2.76666,147351165,5207455.0,conflux-token
TON,3.51,-2.31008,145921622,4897073.0,tokamak-network
VTHO,0.00319552,-4.8172,145556884,6699994.0,vethor-token
AGEUR,1.13,-0.21977,145047604,5272853.0,ageur
BEZOGE,3.277e-09,5.06039,143949900,763370.0,bezoge-earth
SBTC,37626.0,0.32567,143641851,1006403.0,sbtc
AKT,1.1,-6.50026,143428316,2100702.0,akash-network
KISHU,1.471e-09,-7.90468,142082358,7154481.0,kishu-inu
SFUND,6.02,-3.95091,141338979,3322312.0,seedify-fund
ERG,2.78,-6.00647,141076629,952127.0,ergo
DEP,0.03061275,-4.5134,140625217,4615704.0,deapcoin
BICO,1.32,-4.71188,140240874,18973457.0,biconomy
ALPHA,0.312793,-0.12181,139342663,7195936.0,alpha-finance
SOUL,1.33,-6.88842,138906298,4279108.0,phantasma
STRK,44.49,-0.16284,138495961,3140663.0,strike
BOO,16.16,-8.62285,136425964,9102055.0,spookyswap
DUSK,0.347175,-5.98899,135241763,21358916.0,dusk-network
IBEUR,1.13,-1.00479,134819978,54281.0,iron-bank-euro
ELF,0.2909,-4.93223,133858585,15127726.0,aelf
WILD,1.6,-2.38317,133190094,3818171.0,wilder-world
MAGIC,4.66,-8.63515,133098026,30114980.0,magic
BAL,12.29,0.22356,132392578,16871545.0,balancer
DG,0.346156,0.33558,131888282,1851274.0,decentral-games
OXT,0.221564,-5.1429,130956457,8023499.0,orchid-protocol
RAIL,2.28,2.28899,130858753,1345690.0,railgun
EURS,1.14,0.62469,129803991,6810215.0,stasis-eurs
PROM,7.89,-6.84591,129770738,1280302.0,prometeus
TLM,0.104574,-4.07479,129434054,48631410.0,alien-worlds
STORJ,0.902355,-5.14214,129363364,27069073.0,storj
KAI,0.03854558,0.06918,129238658,1575056.0,kardiachain
ARK,0.793988,-4.08548,129219867,5992768.0,ark
DVI,0.523669,-6.13517,129219171,1873972.0,dvision-network
BTRFLY,297.91,-11.90441,128755303,5416209.0,butterflydao
SUN,0.01226725,-3.74257,128747683,72727223.0,sun-token
STPT,0.087529,-11.03704,127105995,80155838.0,stp-network
DODO,0.447376,-1.11353,125765281,45569892.0,dodo
NKN,0.193924,-1.08509,125763921,3561896.0,nkn
TITAN,1.25,-6.32942,125420893,106659.0,titanswap
KOGE,62.49,,125226443,20.1,bnb48-club-token
STRAX,0.929831,-6.48751,125026445,18524507.0,stratis
XAVA,5.78,-3.04761,124704961,3166675.0,avalaunch
BDX,0.083253,0.66755,124669087,10026.23,beldex
BTSE,6.01,0.09336,123352165,114661.0,btse-token
GHST,1.99,-0.1266,122506600,26215849.0,aavegotchi
HTR,0.537211,-3.77514,122105934,8021541.0,hathor
VERI,56.33,-10.03814,121026923,54789.0,veritaseum
DAWN,1.67,-4.91861,120597068,3773561.0,dawn-protocol
OGN,0.286418,-1.51949,120149276,18759866.0,origin-protocol
KIRO,0.169525,-0.20826,119964465,81550.0,kirobo
DERO,10.67,-8.80156,119466448,1126584.0,dero
POLS,1.35,-3.82569,118897070,5799821.0,polkastarter
AETHC,2222.95,-1.41671,118354739,1599413.0,ankreth
RLC,1.66,1.14936,117850247,12439187.0,iexec-rlc
SPA,0.160198,-8.84937,116684083,4151666.0,sperax
QRDO,2.53,-2.13501,115845967,14271601.0,qredo
ALICE,6.59,-2.4838,114309912,115268614.0,my-neighbor-alice
STMX,0.012288,-3.10227,114132494,2838966.0,storm
ETN,0.00637003,-8.08225,113697469,275965.0,electroneum
UBT,0.756133,-6.15017,113294588,944922.0,unibright
STEEM,0.286262,-4.89178,112909332,7417765.0,steem
ORN,3.3,-1.32459,112749811,8703788.0,orion-protocol
HEZ,6.56,-2.22705,109495500,190746.0,hermez-network-token
TRU,0.171394,-3.46522,109291609,2167464.0,truefi
META,0.064743,-3.83546,109074823,6113165.0,metadium
RIF,0.13053,-1.20175,108264794,388089.0,rif-token
REGEN,0.884694,-2.47893,107907167,396701.0,regen
KLV,0.02046464,-2.51592,107856071,620559.0,klever
KNCL,1.73,-9.48252,106891213,91291245.0,kyber-network
PRO,1.83,-6.01832,106859215,2940734.0,propy
TIME,150.6,-1.36851,106764349,565835.0,chronobank
EKTA,4.45,1.20067,106456775,323796.0,ekta-2
LAT,0.04431962,-6.18627,105805015,5561271.0,platon-network
XDG,0.356355,1.09657,104670453,80633.0,decentral-games-governance
BTCST,14.38,0.24158,104625067,1709025.0,btc-standard-hashrate-token
BAKE,0.531663,-3.37245,102111917,13235451.0,bakerytoken
IDEX,0.15994,-5.04678,101867624,23597525.0,aurora-dao
EPS,0.168115,-3.5159,101571095,5679294.0,ellipsis
SUSD,1.001,1.16673,101355795,4076791.0,nusd
XVS,8.47,-5.90755,101163847,10697209.0,venus
VADER,0.02227382,-6.75941,100884530,6493523.0,vader-protocol
GXC,1.34,-0.88419,100567602,15282609.0,gxchain
BZZ,1.52,-2.52091,100383662,1285589.0,swarm-bzz
AMPL,0.925007,2.00685,99154353,1270253.0,ampleforth
PEAK,0.07625,-4.81891,98496218,48935.0,marketpeak
C20,2.91,-2.78127,96780229,514.26,crypto20
REP,13.91,-1.14705,96654366,28965728.0,augur
HOO,1.17,-1.2469,96409099,7989522.0,hoo-token
SETH,2579.51,-0.8618,96234730,520734.0,seth
UTK,0.209414,-3.50252,96097489,8478350.0,utrust
QKC,0.01447879,-1.56583,94723489,3932025.0,quark-chain
XPR,0.00995865,-4.64363,94683816,5112948.0,proton
FIDA,1.82,-4.69474,92718800,6153785.0,bonfida
FUN,0.00874386,-6.3424,92505117,1944672.0,funfair
JASMY,0.01937437,-3.90265,92166735,69591050.0,jasmycoin
TREEB,0.316011,-13.63394,91447173,2831932.0,treeb
VRA,0.02049458,-4.80409,91057504,82345594.0,verasity
ALBT,0.233249,-6.02601,89867416,1151278.0,allianceblock
AUCTION,12.42,-3.9995,89538466,1697567.0,auction
AGIX,0.103294,-1.03331,89494243,1172180.0,singularitynet
CUSD,0.996207,0.49881,89336274,1092929.0,celo-dollar
CQT,0.348237,-2.76528,88976206,2535868.0,covalent
ASTRO,0.727797,-1.17235,88044859,22029.0,astroport
HNS,0.188301,-5.15742,87942885,136556.0,handshake
HYDRA,8.02,-13.43388,87875085,679941.0,hydra
CLV,0.335433,-1.95001,87600874,20127109.0,clover-finance
MTL,1.36,-4.8907,87471364,10271825.0,metal
WCFG,0.486274,-5.68904,87188031,1284544.0,wrapped-centrifuge
CUNI,0.175785,-3.75066,86722290,87031.0,compound-uniswap
TORN,36.99,-4.89562,86633913,21155806.0,tornado-cash
CBAT,0.01382425,-1.23203,86551201,1001915.0,compound-basic-attention-token
GTC,6.08,-2.74694,86272329,14418603.0,gitcoin
OXY,0.423217,-6.54967,85558625,924667.0,oxygen
NTVRK,2.07,-5.28089,84939764,1985613.0,netvrk
TOMO,0.969219,2.43662,84914905,6003566.0,tomochain
SWP,1.65,-2.29636,84694228,1189208.0,kava-swap
IQ,0.0083882,0.42582,84536084,6713594.0,everipedia
BADGER,8.48,-0.41541,84377286,6147712.0,badger-dao
COVAL,0.04726249,-11.65125,84280681,2459823.0,circuits-of-value
AURY,8.74,-0.75831,83023179,1586253.0,aurory
TEMPLE,0.76254,7.14278,82610881,3783451.0,temple
PRE,0.20455,-10.92335,82130825,989274.0,presearch
RAI,3.03,0.07241,82116004,1656934.0,rai
BSW,0.383218,-4.67924,81367585,8561706.0,biswap
MPL,20.81,-6.04962,80740107,4277479.0,maple
QI,0.052894,-6.31279,80642165,8799294.0,benqi
UQC,8.01,0.42855,80091235,4762119.0,uquid-coin
RISE,0.0011493,-7.88701,80030652,687808.0,everrise
ELA,3.81,-5.63964,79366082,743501.0,elastos
GFARM2,2217.17,-6.46347,79311055,482542.0,gains-farm
KMD,0.617044,25.64884,79145248,47939317.0,komodo
KILT,1.21,-17.33319,78625033,706087.0,kilt-protocol
CRA,0.944082,4.02405,78173430,6018640.0,crabada
MUSD,0.996,-0.53099,78139158,142408.0,musd
SOS,1.97e-06,-4.79098,77822054,24906772.0,opendao
NRV,0.0190628,-5.13546,77747624,111642.0,nerve-finance
ACA,1.12,-1.52054,77657710,11390364.0,acala
GF,1.78,-7.69325,77270605,3603362.0,guildfi
XYZ,0.168912,-6.95443,76282928,1371064.0,universe-xyz
GPX,1.99,-17.24189,76179672,251957.0,gpex
FUSE,0.488333,5.4385,76168722,1426096.0,fuse-network-token
AVINOC,0.455984,1.27855,76041616,1279333.0,avinoc
COC,7.58599e-07,0.48274,75847456,30739.0,coin-of-the-champions
XCAD,3.14,-13.29338,75769961,3431544.0,xcad-network
ATLAS,0.03510376,-5.52662,75646081,11451238.0,star-atlas
HUNT,0.691591,-6.11289,75351051,38488409.0,hunt-token
RFOX,0.051972,-0.93072,75169571,2080887.0,redfox-labs-2
MLN,51.6,-3.08621,75096665,7043401.0,melon
ALEPH,0.387235,-5.67989,75050054,943492.0,aleph
KIN,4.363e-05,-1.673,74907312,1986250.0,kin
CORE,7432.54,-5.97863,74363833,50388.0,cvault-finance
VXV,1.95,-3.61224,74349981,445526.0,vectorspace
RDPX,84.85,-10.42962,74207968,6350609.0,dopex-rebate-token
SOV,3.52,-6.82551,73843400,475214.0,sovryn
AGLD,0.96206,2.23374,73779357,36949338.0,adventure-gold
ATA,0.36617,-0.03794,73564748,7088068.0,automata
YFII,1848.85,-1.16638,73285579,19545193.0,yfii-finance
BZRX,0.18066,0.78924,73199902,28271.0,bzx-protocol
STRONG,303.3,-1.20249,73107284,16939013.0,strong
RARE,0.504473,-5.11021,73088397,9776563.0,superrare
ATOLO,0.03420477,-2.43165,72662083,472583.0,rizon
SAI,1.001,,72643253,0.0,sai
SFP,0.66647,-2.16346,72133021,7218259.0,safepal
LEND,1.4,-6.28883,72067406,0.0,ethlend
CTK,1.052,1.19229,71775807,5152964.0,certik
ICHI,17.01,2.11989,71711061,1323045.0,ichi-farm
RBN,1.39,-5.92215,71559978,3760296.0,ribbon-finance
DPI,148.76,-5.51661,70822911,535130.0,defipulse-index
KLIMA,23.25,-14.51362,70481869,1523367.0,klima-dao
DOCK,0.03374506,-7.03825,70448413,3381265.0,dock
WNXM,27.44,1.27467,70419967,908252.0,wrapped-nxm
BCT,3.95,-4.59315,70143593,2380641.0,toucan-protocol-base-carbon-tonne
